timestamp,currency,impact,event,actual,forecast,previous
2011-09-20 07:30:00,CAD,Medium Impact Expected,Leading Index m/m,0.0%,0.2%,0.1%
2011-09-20 07:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,0.8%,0.7%,0.0%
2011-09-20 07:30:00,USD,High Impact Expected,Building Permits,0.62M,0.60M,0.60M
2011-09-20 07:30:00,USD,Medium Impact Expected,Housing Starts,0.57M,0.59M,0.60M
2011-09-20 09:30:00,NZD,Low Impact Expected,GDT Price Index,-2.5%,,-0.7%
2011-09-20 10:45:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2011-09-20 17:45:00,NZD,High Impact Expected,Current Account,-0.92B,-0.69B,-0.09B
2011-09-20 17:53:00,NZD,Low Impact Expected,Visitor Arrivals m/m,8.0%,,8.8%
2011-09-20 18:01:00,GBP,Medium Impact Expected,Nationwide Consumer Confidence,48,47,49
2011-09-20 18:50:00,JPY,Medium Impact Expected,Trade Balance,-0.29T,-0.01T,-0.16T
2011-09-20 19:30:00,AUD,Medium Impact Expected,MI Leading Index m/m,0.5%,,0.1%
2011-09-20 21:00:00,CNY,Low Impact Expected,CB Leading Index m/m,0.6%,,0.9%
2011-09-20 22:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,4.7%,,7.2%
2011-09-20 23:30:00,JPY,Low Impact Expected,All Industries Activity m/m,0.4%,0.9%,2.2%
2011-09-21 03:30:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,1-0-8,1-0-8,1-0-8
2011-09-21 03:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2011-09-21 03:30:00,GBP,High Impact Expected,Public Sector Net Borrowing,13.2B,11.3B,-5.2B
2011-09-21 04:11:00,EUR,Medium Impact Expected,German 10-y Bond Auction,1.80|1.5,,2.15|1.4
2011-09-21 06:00:00,CAD,High Impact Expected,Core CPI m/m,0.4%,0.1%,0.2%
2011-09-21 06:00:00,CAD,Medium Impact Expected,CPI m/m,0.3%,0.1%,0.2%
2011-09-21 06:35:00,GBP,Medium Impact Expected,MPC Member Dale Speaks,,,
2011-09-21 08:20:00,AUD,Medium Impact Expected,RBA Deputy Gov Battellino Speaks,,,
2011-09-21 09:00:00,USD,High Impact Expected,Existing Home Sales,5.03M,4.76M,4.67M
2011-09-21 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-7.3M,-1.6M,-6.7M
2011-09-21 13:23:00,USD,High Impact Expected,FOMC Statement,,,
2011-09-21 13:23:00,USD,Medium Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2011-09-21 17:30:00,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
2011-09-21 17:45:00,NZD,High Impact Expected,GDP q/q,0.1%,0.5%,0.9%
2011-09-21 21:30:00,CNY,High Impact Expected,Caixin Flash Manufacturing PMI,49.4,,49.9
2011-09-22 00:30:00,AUD,Low Impact Expected,RBA Annual Report,,,
2011-09-22 02:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,47.3,48.6,49.1
2011-09-22 02:00:00,EUR,Medium Impact Expected,French Flash Services PMI,52.5,54.4,56.8
2011-09-22 02:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,50.0,50.2,50.9
2011-09-22 02:30:00,EUR,Medium Impact Expected,German Flash Services PMI,50.3,50.6,51.1
2011-09-22 03:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,48.4,48.6,49.0
2011-09-22 03:00:00,EUR,Medium Impact Expected,Flash Services PMI,49.1,51.1,51.5
2011-09-22 04:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-75.7,,-71.4
2011-09-22 04:00:00,EUR,Medium Impact Expected,Industrial New Orders m/m,-2.1%,-1.1%,-1.2%
2011-09-22 05:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-9,-5,1
2011-09-22 07:30:00,CAD,High Impact Expected,Core Retail Sales m/m,0.0%,0.2%,0.0%
2011-09-22 07:30:00,CAD,Medium Impact Expected,Retail Sales m/m,-0.6%,-0.2%,0.8%
2011-09-22 07:30:00,USD,High Impact Expected,Unemployment Claims,423K,419K,432K
2011-09-22 09:00:00,EUR,Low Impact Expected,Consumer Confidence,-19,-18,-17
2011-09-22 09:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.3%,0.2%,0.6%
2011-09-22 09:00:00,USD,Low Impact Expected,HPI m/m,0.8%,0.0%,0.7%
2011-09-22 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2011-09-22 09:30:00,USD,Low Impact Expected,Natural Gas Storage,89B,91B,87B
2011-09-22 19:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,-0.1%,,-0.8%
2011-09-22 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2011-09-22 20:30:00,AUD,Medium Impact Expected,RBA Financial Stability Review,,,
2011-09-23 02:30:00,CHF,Low Impact Expected,SNB Quarterly Bulletin,,,
2011-09-23 03:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.1%,0.3%,-0.3%
2011-09-23 03:30:00,GBP,Medium Impact Expected,High Street Lending,35.2K,33.2K,33.7K
2011-09-23 08:00:00,EUR,Medium Impact Expected,Belgian NBB Business Climate,-9.4,-8.9,-7.8
2011-09-23 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2011-09-23 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2011-09-23 12:30:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2011-09-23 15:30:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2011-09-24 09:00:00,NZD,Non-Economic,Daylight Saving Time Shift,,,
2011-09-24 18:00:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2011-09-25 07:30:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2011-09-25 16:45:00,NZD,Medium Impact Expected,Trade Balance,-641M,-315M,111M
2011-09-26 03:00:00,EUR,High Impact Expected,German Ifo Business Climate,107.5,107.0,108.7
2011-09-26 03:30:00,GBP,Medium Impact Expected,MPC Member Broadbent Speaks,,,
2011-09-26 08:15:00,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
2011-09-26 09:00:00,USD,High Impact Expected,New Home Sales,295K,296K,302K
2011-09-26 10:00:00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
2011-09-26 18:50:00,JPY,Low Impact Expected,SPPI y/y,-0.4%,-0.4%,-0.3%
2011-09-27 01:00:00,CHF,Medium Impact Expected,UBS Consumption Indicator,0.79,,1.28
2011-09-27 01:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,5.2,5.1,5.2
2011-09-27 02:30:00,GBP,Medium Impact Expected,MPC Member Posen Speaks,,,
2011-09-27 03:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,2.8%,2.0%,2.1%
2011-09-27 03:00:00,EUR,Low Impact Expected,Private Loans y/y,2.6%,2.5%,2.4%
2011-09-27 05:00:00,GBP,Medium Impact Expected,CBI Realized Sales,-15,-14,-14
2011-09-27 08:00:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,-4.1%,-4.4%,-4.4%
2011-09-27 08:59:00,USD,Low Impact Expected,Richmond Manufacturing Index,-6,-8,-10
2011-09-27 09:00:00,USD,High Impact Expected,CB Consumer Confidence,45.4,46.2,45.2
2011-09-27 12:20:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2011-09-27 15:10:00,CAD,Low Impact Expected,Gov Council Member Macklem Speaks,,,
2011-09-27 19:53:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,1.1%,,-8.0%
2011-09-28 01:00:00,EUR,Low Impact Expected,German Import Prices m/m,-0.7%,-0.3%,0.8%
2011-09-28 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.1%,-0.1%,0.0%
2011-09-28 03:30:00,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
2011-09-28 03:30:00,GBP,Low Impact Expected,FPC Statement,,,
2011-09-28 07:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-0.1%,0.1%,2.0%
2011-09-28 07:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-0.1%,-0.2%,4.1%
2011-09-28 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,1.9M,1.1M,-7.3M
2011-09-28 11:15:00,CHF,Medium Impact Expected,Gov Board Member Jordan Speaks,,,
2011-09-28 16:00:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2011-09-28 18:50:00,JPY,Medium Impact Expected,Retail Sales y/y,-2.6%,-0.6%,0.6%
2011-09-29 01:00:00,GBP,High Impact Expected,Nationwide HPI m/m,0.1%,0.1%,-0.6%
2011-09-29 01:15:00,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
2011-09-29 02:00:00,EUR,Low Impact Expected,Spanish Flash CPI y/y,3.1%,3.0%,3.0%
2011-09-29 02:00:00,GBP,Medium Impact Expected,MPC Member Miles Speaks,,,
2011-09-29 02:55:00,EUR,Medium Impact Expected,German Unemployment Change,-26K,-9K,-9K
2011-09-29 03:00:00,EUR,Low Impact Expected,Retail PMI,49.6,,48.0
2011-09-29 03:30:00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,1.0B,0.8B,1.0B
2011-09-29 03:30:00,GBP,Low Impact Expected,M4 Money Supply m/m,-0.2%,0.3%,0.0%
2011-09-29 03:30:00,GBP,Low Impact Expected,Mortgage Approvals,52K,50K,50K
2011-09-29 04:30:00,EUR,Medium Impact Expected,Italian 10-y Bond Auction,5.86|1.4,,5.22|1.3
2011-09-29 07:30:00,CAD,Medium Impact Expected,RMPI m/m,-3.2%,-1.9%,-1.1%
2011-09-29 07:30:00,CAD,Low Impact Expected,IPPI m/m,0.5%,-0.4%,-0.4%
2011-09-29 07:30:00,USD,High Impact Expected,Unemployment Claims,391K,420K,428K
2011-09-29 07:30:00,USD,Medium Impact Expected,Final GDP q/q,1.3%,1.2%,1.0%
2011-09-29 07:30:00,USD,Low Impact Expected,Final GDP Price Index q/q,2.5%,2.4%,2.4%
2011-09-29 09:00:00,USD,High Impact Expected,Pending Home Sales m/m,-1.2%,-1.7%,-1.3%
2011-09-29 09:30:00,USD,Low Impact Expected,Natural Gas Storage,111B,97B,89B
2011-09-29 16:45:00,NZD,High Impact Expected,Building Consents m/m,12.5%,,14.3%
2011-09-29 18:01:00,GBP,Medium Impact Expected,GfK Consumer Confidence,-30,-33,-31
2011-09-29 18:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,49.3,,51.9
2011-09-29 18:30:00,JPY,Medium Impact Expected,Household Spending y/y,-4.1%,-2.7%,-2.1%
2011-09-29 18:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-0.1%,-0.1%,-0.2%
2011-09-29 18:30:00,JPY,Low Impact Expected,National Core CPI y/y,0.2%,0.1%,0.1%
2011-09-29 18:30:00,JPY,Low Impact Expected,Unemployment Rate,4.3%,4.7%,4.7%
2011-09-29 18:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,0.8%,1.5%,0.4%
2011-09-29 19:00:00,NZD,High Impact Expected,ANZ Business Confidence,30.3,,34.4
2011-09-29 20:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.2%,0.2%,0.3%
2011-09-29 21:30:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,49.9,,49.4
2011-09-30 00:00:00,JPY,Low Impact Expected,Housing Starts y/y,14.0%,4.6%,21.2%
2011-09-30 01:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,-2.9%,-0.4%,0.3%
2011-09-30 01:45:00,EUR,Medium Impact Expected,French Consumer Spending m/m,0.2%,0.4%,-0.2%
2011-09-30 03:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,7.9%,8.0%,8.0%
2011-09-30 03:00:00,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,8.0%,8.0%,8.1%
2011-09-30 04:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,3.0%,2.5%,2.5%
2011-09-30 04:00:00,EUR,Medium Impact Expected,Unemployment Rate,10.0%,10.0%,10.0%
2011-09-30 04:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,-0.1%,0.3%
2011-09-30 04:30:00,CHF,High Impact Expected,KOF Economic Barometer,1.21,1.41,1.61
2011-09-30 07:30:00,CAD,High Impact Expected,GDP m/m,0.3%,0.3%,0.2%
2011-09-30 07:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.1%,0.2%,0.2%
2011-09-30 07:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.2%,0.2%,0.7%
2011-09-30 07:30:00,USD,Low Impact Expected,Personal Income m/m,-0.1%,0.1%,0.1%
2011-09-30 08:45:00,USD,Medium Impact Expected,Chicago PMI,60.4,55.8,56.5
2011-09-30 08:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,59.4,57.9,57.8
2011-09-30 08:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.3%,,3.7%
2011-09-30 20:00:00,CNY,High Impact Expected,Manufacturing PMI,51.2,51.2,50.9
2011-10-01 11:00:00,AUD,Non-Economic,Daylight Saving Time Shift,,,
2011-10-02 00:00:00,AUD,Non-Economic,Bank Holiday,,,
2011-10-02 17:25:00,AUD,Low Impact Expected,AIG Manufacturing Index,42.3,,43.3
2011-10-02 18:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.1%,,-0.1%
2011-10-02 18:50:00,JPY,High Impact Expected,Tankan Manufacturing Index,2,2,-9
2011-10-02 18:50:00,JPY,Medium Impact Expected,Tankan Non-Manufacturing Index,1,3,-5
2011-10-02 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2011-10-02 19:00:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-1.3%,,-1.4%
2011-10-02 20:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,59.3,,57.6
2011-10-02 21:30:00,CNY,Low Impact Expected,Caixin Services PMI,53.0,,50.6
2011-10-03 00:00:00,EUR,Non-Economic,German Bank Holiday,,,
2011-10-03 02:15:00,CHF,High Impact Expected,Retail Sales y/y,-1.9%,4.5%,2.9%
2011-10-03 02:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,43.7,,45.3
2011-10-03 02:30:00,CHF,Medium Impact Expected,Manufacturing PMI,48.2,50.3,51.7
2011-10-03 02:45:00,EUR,Medium Impact Expected,Italian Manufacturing PMI,48.3,46.5,47.0
2011-10-03 02:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,48.2,47.3,47.3
2011-10-03 02:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,50.3,50.0,50.0
2011-10-03 03:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,48.5,48.4,48.4
2011-10-03 00:00:00,EUR,Medium Impact Expected,Eurogroup Meetings,,,
2011-10-03 03:30:00,GBP,High Impact Expected,Manufacturing PMI,51.1,48.9,49.4
2011-10-03 03:30:00,GBP,Low Impact Expected,FPC Meeting Minutes,,,
2011-10-03 08:30:00,CAD,Low Impact Expected,Manufacturing PMI,55.0,,54.9
2011-10-03 09:00:00,USD,High Impact Expected,ISM Manufacturing PMI,51.6,50.5,50.6
2011-10-03 09:00:00,USD,Low Impact Expected,Construction Spending m/m,1.4%,-0.1%,-1.4%
2011-10-03 09:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,56.0,54.3,55.5
2011-10-03 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,13.1M,12.3M,12.1M
2011-10-03 16:00:00,NZD,High Impact Expected,NZIER Business Confidence,25,,27
2011-10-03 18:50:00,JPY,Low Impact Expected,Monetary Base y/y,16.7%,16.3%,15.9%
2011-10-03 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2011-10-03 19:30:00,AUD,High Impact Expected,Building Approvals m/m,11.4%,1.1%,1.8%
2011-10-03 19:30:00,AUD,High Impact Expected,Trade Balance,3.10B,2.14B,1.82B
2011-10-03 20:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,-0.6%,0.7%,-0.2%
2011-10-03 22:30:00,AUD,High Impact Expected,Cash Rate,4.75%,4.75%,4.75%
2011-10-03 22:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2011-10-03 22:45:00,JPY,Low Impact Expected,10-y Bond Auction,1.00|3.2,,1.08|3.0
2011-10-04 00:30:00,AUD,Medium Impact Expected,Commodity Prices y/y,26.6%,,25.1%
2011-10-04 02:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,95.8K,,51.2K
2011-10-04 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2011-10-04 03:30:00,GBP,High Impact Expected,Construction PMI,50.1,51.7,52.6
2011-10-04 03:30:00,GBP,Medium Impact Expected,MPC Member Miles Speaks,,,
2011-10-04 04:00:00,EUR,Low Impact Expected,PPI m/m,-0.1%,-0.2%,0.5%
2011-10-04 04:40:00,GBP,Medium Impact Expected,10-y Bond Auction,2.24|1.8,,2.76|2.0
2011-10-04 08:00:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
2011-10-04 08:00:00,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
2011-10-04 08:30:00,NZD,Low Impact Expected,GDT Price Index,-1.3%,,-2.5%
2011-10-04 09:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2011-10-04 09:00:00,USD,Medium Impact Expected,Factory Orders m/m,-0.2%,0.2%,2.1%
2011-10-04 17:22:00,AUD,Medium Impact Expected,AIG Services Index,50.3,,52.1
2011-10-04 18:00:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.7%,,2.7%
2011-10-04 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2011-10-04 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.6%,0.3%,0.6%
2011-10-05 02:15:00,EUR,Low Impact Expected,Spanish Services PMI,44.8,,45.2
2011-10-05 02:45:00,EUR,Low Impact Expected,Italian Services PMI,45.8,47.1,48.4
2011-10-05 02:50:00,EUR,Low Impact Expected,French Final Services PMI,51.5,52.5,52.5
2011-10-05 02:55:00,EUR,Low Impact Expected,German Final Services PMI,49.7,50.3,50.3
2011-10-05 03:00:00,EUR,Low Impact Expected,Final Services PMI,48.8,49.1,49.1
2011-10-05 03:30:00,GBP,High Impact Expected,Services PMI,52.9,50.6,51.1
2011-10-05 03:30:00,GBP,Medium Impact Expected,Final GDP q/q,0.1%,0.2%,0.2%
2011-10-05 03:30:00,GBP,Low Impact Expected,Revised Business Investment q/q,11.6%,0.7%,-10.0%
2011-10-05 04:00:00,EUR,Medium Impact Expected,Retail Sales m/m,-0.3%,-0.2%,0.2%
2011-10-05 04:11:00,EUR,Low Impact Expected,Final GDP q/q,0.2%,0.2%,0.2%
2011-10-05 06:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,211.5%,,47.0%
2011-10-05 07:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,91K,76K,89K
2011-10-05 09:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,53.0,53.0,53.3
2011-10-05 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-4.7M,1.0M,1.9M
2011-10-05 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2011-10-06 02:00:00,CHF,High Impact Expected,Foreign Currency Reserves,282B,,253B
2011-10-06 02:00:00,GBP,High Impact Expected,Halifax HPI m/m,-0.5%,0.3%,-1.1%
2011-10-06 02:15:00,CHF,Medium Impact Expected,CPI m/m,0.3%,0.0%,-0.3%
2011-10-06 03:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.9%,0.9%,0.2%
2011-10-06 04:08:00,EUR,Medium Impact Expected,French 10-y Bond Auction,2.72|2.0,,2.90|1.3
2011-10-06 05:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,-1.4%,0.2%,-2.6%
2011-10-06 06:00:00,GBP,High Impact Expected,Asset Purchase Facility,275B,200B,200B
2011-10-06 06:00:00,GBP,High Impact Expected,MPC Rate Statement,,,
2011-10-06 06:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2011-10-06 06:45:00,EUR,High Impact Expected,Main Refinancing Rate,1.50%,1.50%,1.50%
2011-10-06 07:30:00,CAD,High Impact Expected,Building Permits m/m,-10.4%,0.6%,-0.4%
2011-10-06 07:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2011-10-06 07:30:00,USD,High Impact Expected,Unemployment Claims,401K,411K,395K
2011-10-06 09:00:00,CAD,High Impact Expected,Ivey PMI,55.7,54.9,56.4
2011-10-06 09:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2011-10-06 09:30:00,USD,Low Impact Expected,Natural Gas Storage,97B,98B,111B
2011-10-06 10:00:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2011-10-06 11:00:00,GBP,High Impact Expected,BOE Gov King Speaks,,,
2011-10-06 13:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2011-10-06 17:23:00,AUD,Low Impact Expected,AIG Construction Index,30.0,,32.1
2011-10-06 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2011-10-06 22:37:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2011-10-06 22:37:00,JPY,High Impact Expected,Overnight Call Rate,<0.10%,<0.10%,<0.10%
2011-10-07 00:00:00,JPY,Low Impact Expected,Leading Indicators,103.8%,103.8%,104.6%
2011-10-07 00:45:00,CHF,Low Impact Expected,Unemployment Rate,3.0%,3.0%,3.0%
2011-10-07 01:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-102.8B,,-86.6B
2011-10-07 01:45:00,EUR,Low Impact Expected,French Trade Balance,-5.0B,-6.3B,-6.4B
2011-10-07 02:30:00,JPY,High Impact Expected,BOJ Press Conference,,,
2011-10-07 03:30:00,GBP,High Impact Expected,PPI Input m/m,1.7%,1.3%,-1.8%
2011-10-07 03:30:00,GBP,Low Impact Expected,PPI Output m/m,0.3%,0.2%,0.1%
2011-10-07 05:00:00,EUR,Medium Impact Expected,German Industrial Production m/m,-1.0%,-1.5%,3.9%
2011-10-07 06:00:00,CAD,High Impact Expected,Employment Change,60.9K,15.2K,-5.5K
2011-10-07 06:00:00,CAD,High Impact Expected,Unemployment Rate,7.1%,7.3%,7.3%
2011-10-07 07:30:00,USD,High Impact Expected,Non-Farm Employment Change,103K,55K,57K
2011-10-07 07:30:00,USD,High Impact Expected,Unemployment Rate,9.1%,9.1%,9.1%
2011-10-07 07:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,-0.2%
2011-10-07 08:30:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2011-10-07 09:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.4%,0.6%,0.8%
2011-10-07 14:00:00,USD,Low Impact Expected,Consumer Credit m/m,-9.5B,8.0B,11.9B
2011-10-09 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2011-10-09 19:30:00,AUD,High Impact Expected,ANZ Job Advertisements m/m,-2.1%,,-0.7%
2011-10-10 01:00:00,EUR,Low Impact Expected,German Trade Balance,13.8B,9.8B,10.6B
2011-10-10 01:45:00,EUR,Medium Impact Expected,French Industrial Production m/m,0.5%,-0.7%,1.8%
2011-10-10 03:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,4.3%,0.2%,-0.3%
2011-10-10 03:30:00,EUR,Medium Impact Expected,Sentix Investor Confidence,-18.5,-19.2,-15.4
2011-10-10 00:00:00,CAD,Non-Economic,Bank Holiday,,,
2011-10-10 00:00:00,USD,Non-Economic,Bank Holiday,,,
2011-10-10 18:01:00,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,0.3%,,-0.6%
2011-10-10 18:01:00,GBP,Medium Impact Expected,RICS House Price Balance,-23%,-23%,-23%
2011-10-10 18:50:00,JPY,Low Impact Expected,Current Account,0.65T,0.51T,0.75T
2011-10-10 19:30:00,AUD,Medium Impact Expected,NAB Business Confidence,-2,,-9
2011-10-11 00:00:00,JPY,Medium Impact Expected,BOJ Monthly Report,,,
2011-10-11 00:00:00,JPY,Low Impact Expected,Consumer Confidence,38.6,37.4,37.0
2011-10-11 01:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,45.3,46.9,47.3
2011-10-11 02:30:00,EUR,High Impact Expected,ECB President Trichet Speaks,,,
2011-10-11 03:30:00,GBP,High Impact Expected,Manufacturing Production m/m,-0.3%,-0.1%,-0.2%
2011-10-11 03:30:00,GBP,Low Impact Expected,Industrial Production m/m,0.2%,-0.2%,-0.4%
2011-10-11 03:33:00,GBP,Low Impact Expected,ONS HPI y/y,-1.3%,2.3%,-1.5%
2011-10-11 06:30:00,USD,Low Impact Expected,NFIB Small Business Index,88.9,88.8,88.1
2011-10-11 07:15:00,CAD,High Impact Expected,Housing Starts,206K,187K,192K
2011-10-11 09:00:00,GBP,Medium Impact Expected,NIESR GDP Estimate,0.5%,,0.4%
2011-10-11 09:00:00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,40.3,43.2,39.9
2011-10-11 17:00:00,NZD,Medium Impact Expected,REINZ HPI m/m,1.7%,,0.5%
2011-10-11 18:30:00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,0.4%,,8.1%
2011-10-11 18:50:00,JPY,Medium Impact Expected,Core Machinery Orders m/m,11.0%,4.7%,-8.2%
2011-10-11 19:30:00,AUD,High Impact Expected,Home Loans m/m,1.2%,1.1%,1.9%
2011-10-11 23:00:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2011-10-12 00:30:00,EUR,Low Impact Expected,French Final CPI m/m,-0.1%,0.3%,0.5%
2011-10-12 01:00:00,EUR,Low Impact Expected,German WPI m/m,0.3%,-0.1%,0.1%
2011-10-12 01:00:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,20.3%,,15.3%
2011-10-12 03:30:00,GBP,High Impact Expected,Claimant Count Change,17.5K,24.7K,19.1K
2011-10-12 03:30:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,2.8%,2.7%,2.9%
2011-10-12 03:30:00,GBP,Low Impact Expected,Unemployment Rate,8.1%,7.9%,7.9%
2011-10-12 04:00:00,EUR,Medium Impact Expected,Industrial Production m/m,1.2%,-0.8%,1.1%
2011-10-12 04:00:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.5%,,0.3%
2011-10-12 04:08:00,EUR,Low Impact Expected,German 30-y Bond Auction,2.82|1.1,,3.43|1.3
2011-10-12 07:30:00,CAD,Medium Impact Expected,NHPI m/m,0.1%,0.1%,0.1%
2011-10-12 09:00:00,USD,Low Impact Expected,JOLTS Job Openings,3.06M,,3.21M
2011-10-12 12:00:00,USD,Medium Impact Expected,10-y Bond Auction,2.27|2.9,,2.00|3.0
2011-10-12 12:20:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2011-10-12 12:30:00,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
2011-10-12 13:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2011-10-12 13:30:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2011-10-12 16:23:00,NZD,Low Impact Expected,Business NZ Manufacturing Index,50.8,,52.7
2011-10-12 16:45:00,NZD,Low Impact Expected,FPI m/m,-1.0%,,-1.3%
2011-10-12 18:30:00,AUD,Medium Impact Expected,MI Inflation Expectations,3.1%,,2.8%
2011-10-12 18:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2011-10-12 18:50:00,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,-0.2%,-0.3%,-0.3%
